ShipmentNumber,ExceptionCode,ExceptionDescription,ExceptionCategory,SeverityCode,ExceptionStatus,ExceptionDateTime,ResolvedDateTime,DelayMinutesImpact,ResponsibleParty,Notes
SHP0000479,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-12 14:55:16,2025-06-13 19:41:41,1272,Carrier,Shipment flagged for damage inspection.
SHP0000483,MSCN,Missed Scan,Process,Medium,Closed,2025-05-12 05:19:29,2025-05-12 09:13:39,155,Operations,Expected scan was not captured on time.
SHP0000485,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-07 11:15:50,2025-03-08 05:23:00,415,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000486,MSCN,Missed Scan,Process,Medium,Open,2025-03-22 10:34:44,,518,Operations,Expected scan was not captured on time.
SHP0000490,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-14 21:33:30,2025-03-15 22:55:03,848,Carrier,Shipment flagged for damage inspection.
SHP0000492,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-07 15:18:37,2025-02-08 08:34:08,942,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000494,WX,Weather Delay,Weather,High,Closed,2025-06-29 06:02:43,2025-06-29 21:43:11,846,Carrier,Shipment delayed because of weather conditions.
SHP0000497,MSCN,Missed Scan,Process,Medium,Closed,2025-03-19 16:53:05,2025-03-20 00:26:23,219,Operations,Expected scan was not captured on time.
SHP0000500,MECH,Equipment Failure,Mechanical,High,Open,2025-01-05 02:53:43,,1147,Carrier,Equipment failure caused an operational delay.
SHP0000501,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-03 19:57:30,2025-04-05 13:12:15,2481,Carrier,Shipment flagged for damage inspection.
SHP0000502,CAP,Capacity Constraint,Capacity,Medium,Open,2025-09-11 16:36:29,,714,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000503,ADDR,Address Issue,Address,Medium,Closed,2025-07-31 20:30:59,2025-08-02 02:42:41,1280,Customer,Delivery address requires correction or validation.
SHP0000504,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-17 03:55:56,2025-01-18 15:37:17,2122,Carrier,Shipment flagged for damage inspection.
SHP0000508,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-09 06:04:41,2025-07-09 13:22:53,169,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000509,MSCN,Missed Scan,Process,Medium,Closed,2025-04-21 12:44:28,2025-04-21 21:39:41,382,Operations,Expected scan was not captured on time.
SHP0000516,WX,Weather Delay,Weather,High,Closed,2025-08-18 18:26:34,2025-08-19 21:51:45,1075,Carrier,Shipment delayed because of weather conditions.
SHP0000517,WX,Weather Delay,Weather,High,Open,2025-01-27 15:46:34,,712,Carrier,Shipment delayed because of weather conditions.
SHP0000522,WX,Weather Delay,Weather,High,Closed,2025-01-07 07:27:37,2025-01-08 07:10:37,609,Carrier,Shipment delayed because of weather conditions.
SHP0000528,ADDR,Address Issue,Address,Medium,Closed,2025-08-28 01:16:42,2025-08-28 10:53:44,661,Customer,Delivery address requires correction or validation.
SHP0000534,ADDR,Address Issue,Address,Medium,Closed,2025-01-30 10:38:29,2025-01-31 02:45:58,590,Customer,Delivery address requires correction or validation.
SHP0000536,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-04 22:15:37,2025-06-06 09:52:14,1739,Carrier,Shipment flagged for damage inspection.
SHP0000538,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-12 01:06:44,2025-07-12 21:48:50,1090,Carrier,Shipment flagged for damage inspection.
SHP0000541,MSCN,Missed Scan,Process,Medium,Closed,2025-03-23 23:52:38,2025-03-24 16:35:23,406,Operations,Expected scan was not captured on time.
SHP0000542,MSCN,Missed Scan,Process,Medium,Closed,2025-08-03 08:47:06,2025-08-03 22:01:18,278,Operations,Expected scan was not captured on time.
SHP0000546,MSCN,Missed Scan,Process,Medium,Closed,2025-08-17 00:57:58,2025-08-17 05:50:57,40,Operations,Expected scan was not captured on time.
SHP0000556,MSCN,Missed Scan,Process,Medium,Closed,2025-04-23 02:51:36,2025-04-23 17:39:01,367,Operations,Expected scan was not captured on time.
SHP0000557,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-18 23:04:18,2025-03-19 12:48:29,689,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000558,WX,Weather Delay,Weather,High,Closed,2025-09-16 02:11:53,2025-09-17 01:57:45,1479,Carrier,Shipment delayed because of weather conditions.
SHP0000559,MSCN,Missed Scan,Process,Medium,Closed,2025-06-20 02:38:08,2025-06-20 23:16:32,540,Operations,Expected scan was not captured on time.
SHP0000561,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-12 23:46:01,2025-08-13 08:42:44,349,Carrier,Equipment failure caused an operational delay.
SHP0000563,MSCN,Missed Scan,Process,Medium,Closed,2025-08-20 23:28:59,2025-08-21 11:49:16,90,Operations,Expected scan was not captured on time.
SHP0000565,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-07 01:34:29,2025-03-08 15:32:18,1849,Carrier,Shipment flagged for damage inspection.
SHP0000567,MSCN,Missed Scan,Process,Medium,Closed,2025-02-09 02:10:35,2025-02-09 13:08:18,202,Operations,Expected scan was not captured on time.
SHP0000568,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-08 13:59:26,2025-08-08 22:05:56,299,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000572,WX,Weather Delay,Weather,High,Closed,2025-01-03 01:00:19,2025-01-03 19:44:10,1263,Carrier,Shipment delayed because of weather conditions.
SHP0000576,WX,Weather Delay,Weather,High,Closed,2025-04-18 10:02:38,2025-04-18 18:34:11,468,Carrier,Shipment delayed because of weather conditions.
SHP0000577,MSCN,Missed Scan,Process,Medium,Closed,2025-07-28 01:02:53,2025-07-28 09:57:46,400,Operations,Expected scan was not captured on time.
SHP0000588,WX,Weather Delay,Weather,High,Closed,2025-07-07 05:11:08,2025-07-07 18:22:01,777,Carrier,Shipment delayed because of weather conditions.
SHP0000590,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-22 13:35:24,2025-04-23 03:41:08,443,Carrier,Equipment failure caused an operational delay.
SHP0000594,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-26 07:25:45,2025-09-27 06:05:39,1210,Carrier,Shipment flagged for damage inspection.
SHP0000595,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-27 23:07:36,2025-07-28 11:23:59,578,Carrier,Equipment failure caused an operational delay.
SHP0000596,ADDR,Address Issue,Address,Medium,Closed,2025-09-05 09:20:12,2025-09-05 20:43:37,493,Customer,Delivery address requires correction or validation.
SHP0000598,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-03 04:38:56,2025-06-04 10:17:52,914,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000601,ADDR,Address Issue,Address,Medium,Closed,2025-02-11 07:16:58,2025-02-12 10:05:29,967,Customer,Delivery address requires correction or validation.
SHP0000602,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-13 08:52:01,2025-05-14 14:59:23,1292,Carrier,Shipment flagged for damage inspection.
SHP0000605,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-18 20:42:27,2025-04-19 21:56:04,976,Carrier,Shipment flagged for damage inspection.
SHP0000606,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-15 08:04:32,2025-07-16 01:09:23,643,Carrier,Shipment flagged for damage inspection.
SHP0000611,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-08 13:30:38,2025-04-08 20:45:47,250,Carrier,Equipment failure caused an operational delay.
SHP0000613,WX,Weather Delay,Weather,High,Closed,2025-02-18 07:31:25,2025-02-19 06:27:01,1067,Carrier,Shipment delayed because of weather conditions.
SHP0000614,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-30 10:51:36,2025-08-30 22:27:34,454,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000615,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-21 05:57:13,2025-03-23 03:09:58,2467,Carrier,Shipment flagged for damage inspection.
SHP0000617,MSCN,Missed Scan,Process,Medium,Closed,2025-03-23 22:16:25,2025-03-24 01:13:17,107,Operations,Expected scan was not captured on time.
SHP0000620,MSCN,Missed Scan,Process,Medium,Closed,2025-02-15 18:20:27,2025-02-16 10:47:11,374,Operations,Expected scan was not captured on time.
SHP0000621,MECH,Equipment Failure,Mechanical,High,Open,2025-09-20 18:45:35,,703,Carrier,Equipment failure caused an operational delay.
SHP0000622,MSCN,Missed Scan,Process,Medium,Closed,2025-04-14 00:32:39,2025-04-14 05:04:50,244,Operations,Expected scan was not captured on time.
SHP0000627,WX,Weather Delay,Weather,High,Closed,2025-06-10 07:05:34,2025-06-10 23:00:36,628,Carrier,Shipment delayed because of weather conditions.
SHP0000628,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-14 19:42:57,2025-07-15 13:57:19,894,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000629,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-10 23:41:35,2025-06-12 02:26:51,938,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000631,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-14 11:55:54,2025-09-15 08:52:46,577,Carrier,Shipment flagged for damage inspection.
SHP0000636,WX,Weather Delay,Weather,High,Open,2025-01-26 21:23:37,,947,Carrier,Shipment delayed because of weather conditions.
SHP0000637,WX,Weather Delay,Weather,High,Closed,2025-09-07 13:06:05,2025-09-07 23:30:03,557,Carrier,Shipment delayed because of weather conditions.
SHP0000639,WX,Weather Delay,Weather,High,Closed,2025-04-18 09:43:07,2025-04-19 06:23:15,453,Carrier,Shipment delayed because of weather conditions.
SHP0000641,ADDR,Address Issue,Address,Medium,Open,2025-09-18 03:24:49,,151,Customer,Delivery address requires correction or validation.
SHP0000644,WX,Weather Delay,Weather,High,Closed,2025-07-15 23:57:08,2025-07-16 11:32:23,653,Carrier,Shipment delayed because of weather conditions.
SHP0000645,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-10 14:27:45,2025-06-11 06:06:42,845,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000647,WX,Weather Delay,Weather,High,Open,2025-03-04 13:13:42,,718,Carrier,Shipment delayed because of weather conditions.
SHP0000650,WX,Weather Delay,Weather,High,Closed,2025-04-30 16:00:26,2025-05-01 07:32:40,631,Carrier,Shipment delayed because of weather conditions.
SHP0000653,WX,Weather Delay,Weather,High,Closed,2025-04-25 18:38:05,2025-04-26 13:56:03,375,Carrier,Shipment delayed because of weather conditions.
SHP0000656,MSCN,Missed Scan,Process,Medium,Closed,2025-04-28 12:17:11,2025-04-28 21:27:57,439,Operations,Expected scan was not captured on time.
SHP0000659,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-09 02:28:13,2025-02-09 16:12:43,358,Carrier,Equipment failure caused an operational delay.
SHP0000660,ADDR,Address Issue,Address,Medium,Closed,2025-01-31 05:55:44,2025-01-31 18:24:18,597,Customer,Delivery address requires correction or validation.
SHP0000661,MSCN,Missed Scan,Process,Medium,Closed,2025-01-03 17:37:29,2025-01-04 06:30:53,528,Operations,Expected scan was not captured on time.
SHP0000668,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-30 20:32:43,2025-05-01 17:21:54,547,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000669,MSCN,Missed Scan,Process,Medium,Closed,2025-02-05 06:05:13,2025-02-05 21:43:32,338,Operations,Expected scan was not captured on time.
SHP0000671,WX,Weather Delay,Weather,High,Closed,2025-06-05 07:03:56,2025-06-05 16:55:44,291,Carrier,Shipment delayed because of weather conditions.
SHP0000676,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-04 13:09:26,2025-01-04 17:03:49,228,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000679,MSCN,Missed Scan,Process,Medium,Open,2025-04-15 17:56:42,,482,Operations,Expected scan was not captured on time.
SHP0000680,WX,Weather Delay,Weather,High,Closed,2025-01-10 02:24:34,2025-01-11 00:00:41,659,Carrier,Shipment delayed because of weather conditions.
SHP0000681,ADDR,Address Issue,Address,Medium,Closed,2025-06-25 09:22:35,2025-06-26 00:46:25,181,Customer,Delivery address requires correction or validation.
SHP0000684,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-17 12:44:09,2025-07-18 08:45:48,700,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000687,MECH,Equipment Failure,Mechanical,High,Open,2025-03-11 14:36:34,,326,Carrier,Equipment failure caused an operational delay.
SHP0000690,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-12 14:54:28,2025-01-14 14:29:37,2674,Carrier,Shipment flagged for damage inspection.
SHP0000692,MSCN,Missed Scan,Process,Medium,Closed,2025-02-18 22:28:07,2025-02-19 08:37:32,436,Operations,Expected scan was not captured on time.
SHP0000693,WX,Weather Delay,Weather,High,Closed,2025-07-05 19:19:37,2025-07-06 04:09:49,416,Carrier,Shipment delayed because of weather conditions.
SHP0000695,WX,Weather Delay,Weather,High,Closed,2025-08-20 05:21:18,2025-08-21 06:24:00,1284,Carrier,Shipment delayed because of weather conditions.
SHP0000700,MSCN,Missed Scan,Process,Medium,Closed,2025-09-08 11:42:18,2025-09-08 21:51:33,296,Operations,Expected scan was not captured on time.
SHP0000702,WX,Weather Delay,Weather,High,Closed,2025-08-06 17:37:34,2025-08-07 10:13:15,980,Carrier,Shipment delayed because of weather conditions.
SHP0000703,MSCN,Missed Scan,Process,Medium,Closed,2025-08-17 03:41:03,2025-08-17 13:33:15,322,Operations,Expected scan was not captured on time.
SHP0000704,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-12 23:44:27,2025-08-14 04:36:40,1351,Carrier,Shipment flagged for damage inspection.
SHP0000706,ADDR,Address Issue,Address,Medium,Closed,2025-09-14 18:58:27,2025-09-15 14:34:34,544,Customer,Delivery address requires correction or validation.
SHP0000713,WX,Weather Delay,Weather,High,Closed,2025-06-01 00:03:57,2025-06-01 13:50:08,272,Carrier,Shipment delayed because of weather conditions.
SHP0000716,MSCN,Missed Scan,Process,Medium,Closed,2025-04-15 09:04:23,2025-04-15 22:23:31,279,Operations,Expected scan was not captured on time.
SHP0000717,WX,Weather Delay,Weather,High,Closed,2025-03-13 19:23:52,2025-03-14 14:16:57,264,Carrier,Shipment delayed because of weather conditions.
SHP0000719,MECH,Equipment Failure,Mechanical,High,Closed,2025-09-06 21:49:51,2025-09-08 01:47:28,1068,Carrier,Equipment failure caused an operational delay.
SHP0000720,ADDR,Address Issue,Address,Medium,Closed,2025-02-27 00:54:09,2025-02-27 19:06:09,978,Customer,Delivery address requires correction or validation.
SHP0000725,WX,Weather Delay,Weather,High,Closed,2025-03-19 10:56:22,2025-03-19 19:30:24,481,Carrier,Shipment delayed because of weather conditions.
SHP0000726,DAMG,Damaged Shipment,Damage,High,Open,2025-09-16 09:12:59,,1773,Carrier,Shipment flagged for damage inspection.
SHP0000728,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-27 06:02:31,2025-06-28 23:17:56,2428,Carrier,Shipment flagged for damage inspection.
SHP0000730,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-04 01:49:31,2025-04-04 18:18:02,520,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000733,ADDR,Address Issue,Address,Medium,Closed,2025-04-09 11:00:51,2025-04-10 18:02:33,1214,Customer,Delivery address requires correction or validation.
SHP0000737,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-16 17:06:11,2025-07-17 10:21:06,740,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000750,WX,Weather Delay,Weather,High,Open,2025-05-04 01:43:45,,1391,Carrier,Shipment delayed because of weather conditions.
SHP0000754,ADDR,Address Issue,Address,Medium,Closed,2025-01-13 07:13:07,2025-01-13 19:08:31,733,Customer,Delivery address requires correction or validation.
SHP0000757,WX,Weather Delay,Weather,High,Closed,2025-08-26 04:41:41,2025-08-26 19:28:14,714,Carrier,Shipment delayed because of weather conditions.
SHP0000759,WX,Weather Delay,Weather,High,Closed,2025-09-09 19:54:38,2025-09-11 04:03:05,1544,Carrier,Shipment delayed because of weather conditions.
SHP0000760,MSCN,Missed Scan,Process,Medium,Closed,2025-07-04 05:42:28,2025-07-04 11:27:45,105,Operations,Expected scan was not captured on time.
SHP0000761,ADDR,Address Issue,Address,Medium,Closed,2025-01-19 10:23:54,2025-01-19 22:27:00,301,Customer,Delivery address requires correction or validation.
SHP0000762,WX,Weather Delay,Weather,High,Closed,2025-01-16 13:38:40,2025-01-17 15:27:56,1080,Carrier,Shipment delayed because of weather conditions.
SHP0000765,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-25 08:52:29,2025-04-27 02:00:42,1956,Carrier,Shipment flagged for damage inspection.
SHP0000767,ADDR,Address Issue,Address,Medium,Closed,2025-09-12 15:57:02,2025-09-13 07:39:37,716,Customer,Delivery address requires correction or validation.
SHP0000769,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-13 07:48:54,2025-08-14 20:56:13,2251,Carrier,Shipment flagged for damage inspection.
SHP0000772,WX,Weather Delay,Weather,High,Closed,2025-02-24 06:15:57,2025-02-25 05:43:26,762,Carrier,Shipment delayed because of weather conditions.
SHP0000774,WX,Weather Delay,Weather,High,Closed,2025-06-16 02:26:40,2025-06-16 22:46:16,687,Carrier,Shipment delayed because of weather conditions.
SHP0000775,MSCN,Missed Scan,Process,Medium,Closed,2025-04-17 16:06:10,2025-04-18 06:52:35,436,Operations,Expected scan was not captured on time.
SHP0000777,ADDR,Address Issue,Address,Medium,Closed,2025-08-17 20:11:39,2025-08-18 17:23:48,727,Customer,Delivery address requires correction or validation.
SHP0000778,WX,Weather Delay,Weather,High,Open,2025-04-24 10:15:47,,629,Carrier,Shipment delayed because of weather conditions.
SHP0000781,ADDR,Address Issue,Address,Medium,Open,2025-02-05 05:55:05,,563,Customer,Delivery address requires correction or validation.
SHP0000784,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-01 13:18:23,2025-08-02 21:32:34,1506,Carrier,Shipment flagged for damage inspection.
SHP0000786,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-26 03:13:29,2025-04-26 12:18:32,171,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0000787,WX,Weather Delay,Weather,High,Open,2025-06-21 18:51:06,,1156,Carrier,Shipment delayed because of weather conditions.
