ShipmentNumber,EventSequenceNumber,StatusCode,StatusDescription,EventDateTime,LocationCode,ScanType,EventSource,ExceptionCode,Notes
SHP0000030,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-19 01:17:03,DEN_DC,Scan,Handheld,,
SHP0000030,7,DELIVERED,Shipment delivered to customer.,2025-06-19 03:07:51,DEN_DC,Delivery,Handheld,,
SHP0000031,1,CREATED,Shipment created in transportation management system.,2025-07-27 17:25:00,ATL_HUB,System,TMS,,
SHP0000031,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-27 18:25:00,ATL_HUB,System,TMS,,
SHP0000031,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-28 06:35:55,ATL_HUB,Scan,Handheld,,
SHP0000031,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-28 08:30:39,ATL_HUB,Scan,Handheld,,
SHP0000031,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-28 13:54:51,MIA_DC,Scan,EDI,,
SHP0000031,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-28 15:58:14,MIA_DC,Scan,Handheld,,
SHP0000031,7,DELIVERED,Shipment delivered to customer.,2025-07-28 18:26:10,MIA_DC,Delivery,Handheld,,
SHP0000032,1,CREATED,Shipment created in transportation management system.,2025-03-29 17:58:00,CHI_DC,System,TMS,,
SHP0000032,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-29 18:58:00,CHI_DC,System,TMS,,
SHP0000032,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-30 11:01:33,CHI_DC,Scan,Handheld,,
SHP0000032,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-30 12:43:59,CHI_DC,Scan,Handheld,,
SHP0000032,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-30 22:43:41,DEN_DC,Scan,EDI,,
SHP0000032,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-31 06:38:04,DEN_DC,Scan,Handheld,,
SHP0000032,7,DELIVERED,Shipment delivered to customer.,2025-03-31 09:27:28,DEN_DC,Delivery,Handheld,,
SHP0000033,1,CREATED,Shipment created in transportation management system.,2025-04-02 18:47:00,OMA_HUB,System,TMS,,
SHP0000033,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-02 19:47:00,OMA_HUB,System,TMS,,
SHP0000033,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-03 01:14:46,OMA_HUB,Scan,Handheld,,
SHP0000033,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-03 04:12:08,OMA_HUB,Scan,Handheld,,
SHP0000033,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-04-03 04:00:48,CHI_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0000033,6,RESOLVED,Shipment exception resolved.,2025-04-03 15:22:47,CHI_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0000033,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-03 15:09:20,CHI_DC,Scan,Handheld,,
SHP0000033,8,DELIVERED,Shipment delivered to customer.,2025-04-03 17:51:53,CHI_DC,Delivery,Handheld,,
SHP0000034,1,CREATED,Shipment created in transportation management system.,2025-01-17 19:43:00,OMA_HUB,System,TMS,,
SHP0000034,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-17 20:43:00,OMA_HUB,System,TMS,,
SHP0000034,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-18 01:42:13,OMA_HUB,Scan,Handheld,,
SHP0000034,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-18 04:18:12,OMA_HUB,Scan,Handheld,,
SHP0000034,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-18 03:46:05,CHI_DC,Scan,EDI,,
SHP0000034,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-01-18 05:48:31,OMA_HUB,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0000034,7,EXCEPTION_OPEN,Shipment is pending exception resolution.,2025-10-01 09:00:00,CHI_DC,System,TMS,MECH,Customer-impacting exception remains open.
SHP0000035,1,CREATED,Shipment created in transportation management system.,2025-04-21 20:57:00,LAS_HUB,System,TMS,,
SHP0000035,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-21 21:57:00,LAS_HUB,System,TMS,,
SHP0000035,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-22 01:02:32,LAS_HUB,Scan,Handheld,,
SHP0000035,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-22 02:28:45,LAS_HUB,Scan,Handheld,,
SHP0000035,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-22 09:14:55,DEN_DC,Scan,EDI,,
SHP0000035,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-22 13:16:55,DEN_DC,Scan,Handheld,,
SHP0000035,7,DELIVERED,Shipment delivered to customer.,2025-04-22 17:13:14,DEN_DC,Delivery,Handheld,,
SHP0000036,1,CREATED,Shipment created in transportation management system.,2025-03-17 21:40:00,DEN_DC,System,TMS,,
SHP0000036,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-17 22:40:00,DEN_DC,System,TMS,,
SHP0000036,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-18 13:28:07,DEN_DC,Scan,Handheld,,
SHP0000036,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-18 14:22:44,DEN_DC,Scan,Handheld,,
SHP0000036,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-18 16:14:48,OMA_HUB,Scan,EDI,,
SHP0000036,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-03-18 14:58:28,DEN_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000036,7,RESOLVED,Shipment exception resolved.,2025-03-18 23:06:43,OMA_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0000036,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-19 00:06:16,OMA_HUB,Scan,Handheld,,
SHP0000036,9,DELIVERED,Shipment delivered to customer.,2025-03-19 03:57:49,OMA_HUB,Delivery,Handheld,,
SHP0000037,1,CREATED,Shipment created in transportation management system.,2025-03-24 02:24:00,LAX_DC,System,TMS,,
SHP0000037,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-24 03:24:00,LAX_DC,System,TMS,,
SHP0000037,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-24 16:13:41,LAX_DC,Scan,Handheld,,
SHP0000037,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-24 18:06:15,LAX_DC,Scan,Handheld,,
SHP0000037,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-24 21:54:22,SLC_HUB,Scan,EDI,,
SHP0000037,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-03-25 00:19:46,LAX_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000037,7,RESOLVED,Shipment exception resolved.,2025-03-25 18:08:21,SLC_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0000037,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-25 15:37:49,SLC_HUB,Scan,Handheld,,
SHP0000037,9,DELIVERED,Shipment delivered to customer.,2025-03-25 18:51:30,SLC_HUB,Delivery,Handheld,,
SHP0000038,1,CREATED,Shipment created in transportation management system.,2025-02-03 12:01:00,DAL_DC,System,TMS,,
SHP0000038,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-03 13:01:00,DAL_DC,System,TMS,,
SHP0000038,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-03 21:41:47,DAL_DC,Scan,Handheld,,
SHP0000038,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-04 00:30:27,DAL_DC,Scan,Handheld,,
SHP0000038,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-03 20:35:00,HOU_HUB,Scan,EDI,,
SHP0000038,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-03 22:23:58,HOU_HUB,Scan,Handheld,,
SHP0000038,7,DELIVERED,Shipment delivered to customer.,2025-02-04 02:14:27,HOU_HUB,Delivery,Handheld,,
SHP0000039,1,CREATED,Shipment created in transportation management system.,2025-06-21 09:00:00,DAL_DC,System,TMS,,
SHP0000039,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-21 10:00:00,DAL_DC,System,TMS,,
SHP0000039,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-21 18:06:19,DAL_DC,Scan,Handheld,,
SHP0000039,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-21 21:02:17,DAL_DC,Scan,Handheld,,
SHP0000039,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-22 00:34:48,DEN_DC,Scan,EDI,,
SHP0000039,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-06-21 20:54:40,DAL_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000039,7,RESOLVED,Shipment exception resolved.,2025-06-22 18:42:59,DEN_DC,System,TMS,WX,Exception closed and shipment released.
SHP0000039,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-22 20:31:13,DEN_DC,Scan,Handheld,,
SHP0000039,9,DELIVERED,Shipment delivered to customer.,2025-06-23 00:39:03,DEN_DC,Delivery,Handheld,,
SHP0000040,1,CREATED,Shipment created in transportation management system.,2025-03-10 13:07:00,SEA_DC,System,TMS,,
SHP0000040,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-10 14:07:00,SEA_DC,System,TMS,,
SHP0000040,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-11 03:23:55,SEA_DC,Scan,Handheld,,
SHP0000040,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-11 05:44:45,SEA_DC,Scan,Handheld,,
SHP0000040,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-10 22:58:00,PDX_DEP,Scan,EDI,,
SHP0000040,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-11 01:19:57,PDX_DEP,Scan,Handheld,,
SHP0000040,7,DELIVERED,Shipment delivered to customer.,2025-03-11 02:53:14,PDX_DEP,Delivery,Handheld,,
SHP0000041,1,CREATED,Shipment created in transportation management system.,2025-02-11 13:26:00,CHI_DC,System,TMS,,
SHP0000041,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-11 14:26:00,CHI_DC,System,TMS,,
SHP0000041,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-12 02:10:18,CHI_DC,Scan,Handheld,,
SHP0000041,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-12 04:51:57,CHI_DC,Scan,Handheld,,
SHP0000041,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-12 17:36:10,DEN_DC,Scan,EDI,,
SHP0000041,6,CAPACITY_DELAY,Shipment delayed due to available trailer or dock capacity.,2025-02-12 09:42:50,CHI_DC,Alert,CarrierEDI,CAP,Shipment delayed due to available trailer or dock capacity.
SHP0000041,7,RESOLVED,Shipment exception resolved.,2025-02-13 02:10:07,DEN_DC,System,TMS,CAP,Exception closed and shipment released.
SHP0000041,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-12 23:42:50,DEN_DC,Scan,Handheld,,
SHP0000041,9,DELIVERED,Shipment delivered to customer.,2025-02-13 04:57:03,DEN_DC,Delivery,Handheld,,
SHP0000042,1,CREATED,Shipment created in transportation management system.,2025-04-14 05:29:00,DEN_DC,System,TMS,,
SHP0000042,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-14 06:29:00,DEN_DC,System,TMS,,
SHP0000042,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-14 21:55:04,DEN_DC,Scan,Handheld,,
SHP0000042,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-15 00:37:28,DEN_DC,Scan,Handheld,,
SHP0000042,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-15 13:29:07,SEA_DC,Scan,EDI,,
SHP0000042,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-15 18:04:02,SEA_DC,Scan,Handheld,,
SHP0000042,7,DELIVERED,Shipment delivered to customer.,2025-04-15 20:31:21,SEA_DC,Delivery,Handheld,,
SHP0000043,1,CREATED,Shipment created in transportation management system.,2025-05-30 19:24:00,KC_DEP,System,TMS,,
SHP0000043,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-30 20:24:00,KC_DEP,System,TMS,,
SHP0000043,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-31 00:15:53,KC_DEP,Scan,Handheld,,
SHP0000043,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-31 02:58:18,KC_DEP,Scan,Handheld,,
SHP0000043,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-31 01:27:26,CHI_DC,Scan,EDI,,
SHP0000043,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-31 06:53:01,CHI_DC,Scan,Handheld,,
SHP0000043,7,DELIVERED,Shipment delivered to customer.,2025-05-31 10:08:42,CHI_DC,Delivery,Handheld,,
SHP0000044,1,CREATED,Shipment created in transportation management system.,2025-02-22 17:38:00,DEN_DC,System,TMS,,
SHP0000044,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-22 18:38:00,DEN_DC,System,TMS,,
SHP0000044,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-23 06:58:59,DEN_DC,Scan,Handheld,,
SHP0000044,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-23 09:08:36,DEN_DC,Scan,Handheld,,
SHP0000044,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-24 00:20:44,SEA_DC,Scan,EDI,,
SHP0000044,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-02-23 23:26:22,SEA_DC,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0000044,7,RESOLVED,Shipment exception resolved.,2025-02-24 16:20:26,SEA_DC,System,TMS,ADDR,Exception closed and shipment released.
SHP0000044,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-24 15:50:47,SEA_DC,Scan,Handheld,,
SHP0000044,9,DELIVERED,Shipment delivered to customer.,2025-02-24 19:48:58,SEA_DC,Delivery,Handheld,,
SHP0000045,1,CREATED,Shipment created in transportation management system.,2025-04-15 21:09:00,SLC_HUB,System,TMS,,
SHP0000045,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-15 22:09:00,SLC_HUB,System,TMS,,
SHP0000045,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-16 04:49:11,SLC_HUB,Scan,Handheld,,
SHP0000045,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-16 05:53:50,SLC_HUB,Scan,Handheld,,
SHP0000045,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-16 08:53:12,DEN_DC,Scan,EDI,,
SHP0000045,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-04-16 05:11:08,DEN_DC,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0000045,7,RESOLVED,Shipment exception resolved.,2025-04-16 16:06:01,DEN_DC,System,TMS,ADDR,Exception closed and shipment released.
SHP0000045,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-16 18:46:46,DEN_DC,Scan,Handheld,,
SHP0000045,9,DELIVERED,Shipment delivered to customer.,2025-04-16 20:57:33,DEN_DC,Delivery,Handheld,,
SHP0000046,1,CREATED,Shipment created in transportation management system.,2025-08-14 21:06:00,PHX_DC,System,TMS,,
SHP0000046,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-14 22:06:00,PHX_DC,System,TMS,,
SHP0000046,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-15 14:09:50,PHX_DC,Scan,Handheld,,
SHP0000046,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-15 17:02:27,PHX_DC,Scan,Handheld,,
SHP0000046,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-08-16 00:30:33,DAL_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0000046,6,RESOLVED,Shipment exception resolved.,2025-08-16 04:16:25,DAL_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0000046,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-16 05:48:13,DAL_DC,Scan,Handheld,,
SHP0000046,8,DELIVERED,Shipment delivered to customer.,2025-08-16 10:03:54,DAL_DC,Delivery,Handheld,,
SHP0000047,1,CREATED,Shipment created in transportation management system.,2025-05-21 07:30:00,ATL_HUB,System,TMS,,
SHP0000047,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-21 08:30:00,ATL_HUB,System,TMS,,
SHP0000047,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-22 00:11:09,ATL_HUB,Scan,Handheld,,
SHP0000047,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-22 02:59:05,ATL_HUB,Scan,Handheld,,
SHP0000047,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-22 05:41:28,MIA_DC,Scan,EDI,,
SHP0000047,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-22 09:04:09,MIA_DC,Scan,Handheld,,
SHP0000047,7,DELIVERED,Shipment delivered to customer.,2025-05-22 13:54:01,MIA_DC,Delivery,Handheld,,
SHP0000048,1,CREATED,Shipment created in transportation management system.,2025-05-09 12:37:00,ABQ_HUB,System,TMS,,
SHP0000048,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-09 13:37:00,ABQ_HUB,System,TMS,,
SHP0000048,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-09 21:13:16,ABQ_HUB,Scan,Handheld,,
SHP0000048,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-09 22:02:46,ABQ_HUB,Scan,Handheld,,
SHP0000048,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-10 04:41:41,DAL_DC,Scan,EDI,,
SHP0000048,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-10 08:47:36,DAL_DC,Scan,Handheld,,
SHP0000048,7,DELIVERED,Shipment delivered to customer.,2025-05-10 10:49:08,DAL_DC,Delivery,Handheld,,
SHP0000049,1,CREATED,Shipment created in transportation management system.,2025-03-06 04:45:00,ABQ_HUB,System,TMS,,
SHP0000049,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-06 05:45:00,ABQ_HUB,System,TMS,,
SHP0000049,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-06 12:56:49,ABQ_HUB,Scan,Handheld,,
SHP0000049,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-06 14:45:02,ABQ_HUB,Scan,Handheld,,
SHP0000049,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-06 20:08:43,DAL_DC,Scan,EDI,,
SHP0000049,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-06 21:23:19,DAL_DC,Scan,Handheld,,
SHP0000049,7,DELIVERED,Shipment delivered to customer.,2025-03-07 01:54:19,DAL_DC,Delivery,Handheld,,
SHP0000050,1,CREATED,Shipment created in transportation management system.,2025-05-25 22:38:00,SLC_HUB,System,TMS,,
SHP0000050,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-25 23:38:00,SLC_HUB,System,TMS,,
SHP0000050,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-26 15:57:43,SLC_HUB,Scan,Handheld,,
SHP0000050,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-26 18:13:50,SLC_HUB,Scan,Handheld,,
SHP0000050,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-26 20:47:55,DEN_DC,Scan,EDI,,
SHP0000050,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-27 04:14:40,DEN_DC,Scan,Handheld,,
SHP0000050,7,DELIVERED,Shipment delivered to customer.,2025-05-27 08:13:22,DEN_DC,Delivery,Handheld,,
SHP0000051,1,CREATED,Shipment created in transportation management system.,2025-03-22 20:20:00,SEA_DC,System,TMS,,
SHP0000051,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-22 21:20:00,SEA_DC,System,TMS,,
SHP0000051,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-23 12:57:09,SEA_DC,Scan,Handheld,,
SHP0000051,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-23 14:34:37,SEA_DC,Scan,Handheld,,
SHP0000051,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-23 06:46:34,PDX_DEP,Scan,EDI,,
SHP0000051,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-23 06:34:01,PDX_DEP,Scan,Handheld,,
SHP0000051,7,DELIVERED,Shipment delivered to customer.,2025-03-23 11:51:52,PDX_DEP,Delivery,Handheld,,
SHP0000052,1,CREATED,Shipment created in transportation management system.,2025-09-28 12:02:00,OMA_HUB,System,TMS,,
SHP0000052,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-28 13:02:00,OMA_HUB,System,TMS,,
SHP0000052,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-29 03:36:27,OMA_HUB,Scan,Handheld,,
SHP0000052,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-29 06:33:53,OMA_HUB,Scan,Handheld,,
SHP0000052,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-09-28 21:28:08,CHI_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0000052,6,RESOLVED,Shipment exception resolved.,2025-09-29 12:06:40,CHI_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0000052,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-29 14:24:55,CHI_DC,Scan,Handheld,,
SHP0000052,8,DELIVERED,Shipment delivered to customer.,2025-09-29 16:09:27,CHI_DC,Delivery,Handheld,,
SHP0000053,1,CREATED,Shipment created in transportation management system.,2025-06-15 19:22:00,DEN_DC,System,TMS,,
SHP0000053,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-15 20:22:00,DEN_DC,System,TMS,,
SHP0000053,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-16 02:04:30,DEN_DC,Scan,Handheld,,
SHP0000053,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-16 04:39:16,DEN_DC,Scan,Handheld,,
SHP0000053,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-16 06:26:06,KC_DEP,Scan,EDI,,
SHP0000053,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-16 14:12:09,KC_DEP,Scan,Handheld,,
SHP0000053,7,DELIVERED,Shipment delivered to customer.,2025-06-16 18:48:00,KC_DEP,Delivery,Handheld,,
SHP0000054,1,CREATED,Shipment created in transportation management system.,2025-02-22 22:18:00,CHI_DC,System,TMS,,
SHP0000054,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-22 23:18:00,CHI_DC,System,TMS,,
SHP0000054,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-23 06:47:33,CHI_DC,Scan,Handheld,,
SHP0000054,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-23 09:13:13,CHI_DC,Scan,Handheld,,
SHP0000054,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-23 14:15:51,ATL_HUB,Scan,EDI,,
SHP0000054,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-02-23 07:31:52,CHI_DC,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0000054,7,EXCEPTION_OPEN,Shipment is pending exception resolution.,2025-10-01 07:00:00,ATL_HUB,System,TMS,MECH,Customer-impacting exception remains open.
SHP0000055,1,CREATED,Shipment created in transportation management system.,2025-08-13 04:53:00,ATL_HUB,System,TMS,,
SHP0000055,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-13 05:53:00,ATL_HUB,System,TMS,,
SHP0000055,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-13 11:55:37,ATL_HUB,Scan,Handheld,,
SHP0000055,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-13 12:50:32,ATL_HUB,Scan,Handheld,,
SHP0000055,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-13 17:56:44,MIA_DC,Scan,EDI,,
SHP0000055,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-13 18:38:59,MIA_DC,Scan,Handheld,,
SHP0000055,7,DELIVERED,Shipment delivered to customer.,2025-08-13 22:34:58,MIA_DC,Delivery,Handheld,,
